support,itemsets
0.00010975785147113369,"frozenset({'cluster_1', 'school_ England'})"
0.00013625112596416596,"frozenset({'cluster_71', 'school_ England'})"
0.008299964423317109,"frozenset({'school_ modern', 'cluster_92'})"
0.001930224284492351,"frozenset({'cluster_92', 'school_ Unknown'})"
0.0002308699634392812,"frozenset({'cluster_92', 'school_ Italy'})"
0.0002687174984293273,"frozenset({'cluster_72', 'school_ Italy'})"
0.006275121301349643,"frozenset({'cluster_72', 'school_ modern'})"
0.002092968684949549,"frozenset({'cluster_72', 'school_ Unknown'})"
0.00012489686546715212,"frozenset({'cluster_72', 'school_ Netherlands'})"
0.00014382063296217517,"frozenset({'cluster_72', 'school_ France'})"
0.013666744884905647,"frozenset({'school_ modern', 'cluster_53'})"
0.004087533778924978,"frozenset({'cluster_53', 'school_ Unknown'})"
0.0006055605598407376,"frozenset({'cluster_53', 'school_ Italy'})"
0.0061577939428805,"frozenset({'school_ modern', 'cluster_83'})"
0.004454654868328425,"frozenset({'cluster_83', 'school_ Unknown'})"
0.0015668879485879084,"frozenset({'cluster_83', 'school_ Italy'})"
0.0005828520388467099,"frozenset({'cluster_83', 'school_ Netherlands'})"
0.00037090584290245176,"frozenset({'school_ France', 'cluster_83'})"
0.00010218834447312447,"frozenset({'school_ Austria', 'cluster_24'})"
0.00440923782634037,"frozenset({'cluster_60', 'school_ modern'})"
0.0014495605901187656,"frozenset({'cluster_60', 'school_ Unknown'})"
0.0006547623553277975,"frozenset({'cluster_60', 'school_ Italy'})"
0.0003444125684094195,"frozenset({'cluster_60', 'school_ France'})"
0.0002800717589263411,"frozenset({'cluster_60', 'school_ Netherlands'})"
0.00017788341445321666,"frozenset({'cluster_60', 'school_ Flanders'})"
0.00021951570294226737,"frozenset({'cluster_35', 'school_ Netherlands'})"
0.0008212915092840003,"frozenset({'cluster_35', 'school_ Italy'})"
0.005275946377612426,"frozenset({'school_ modern', 'cluster_35'})"
0.000223300456441272,"frozenset({'school_ France', 'cluster_35'})"
0.0022254350574147106,"frozenset({'cluster_35', 'school_ Unknown'})"
0.00014003587946317055,"frozenset({'school_ Flanders', 'cluster_35'})"
0.00029142601942335497,"frozenset({'school_ Italy', 'cluster_3'})"
0.005904215458447192,"frozenset({'school_ modern', 'cluster_3'})"
0.0010975785147113368,"frozenset({'school_ Unknown', 'cluster_3'})"
0.0001589596469581936,"frozenset({'school_ Netherlands', 'cluster_3'})"
0.00017031390745520745,"frozenset({'school_ France', 'cluster_3'})"
0.008080448720374842,"frozenset({'school_ modern', 'cluster_74'})"
0.0008288610162820096,"frozenset({'cluster_74', 'school_ Unknown'})"
0.0112482873990417,"frozenset({'school_ modern', 'cluster_70'})"
0.002089183931450545,"frozenset({'cluster_70', 'school_ Unknown'})"
0.0003898296103974748,"frozenset({'cluster_70', 'school_ Italy'})"
0.00012489686546715212,"frozenset({'cluster_79', 'school_ Italy'})"
0.005824735634968095,"frozenset({'school_ modern', 'cluster_79'})"
0.00033305830791240565,"frozenset({'cluster_79', 'school_ Unknown'})"
0.000726672671808885,"frozenset({'cluster_1', 'school_ Netherlands'})"
0.0025130763233390608,"frozenset({'cluster_1', 'school_ Italy'})"
0.007584646012005238,"frozenset({'cluster_1', 'school_ modern'})"
0.004598475501290601,"frozenset({'cluster_1', 'school_ Unknown'})"
0.006237273766359597,"frozenset({'school_ modern', 'cluster_56'})"
0.0006396233413317791,"frozenset({'cluster_56', 'school_ Unknown'})"
0.00025357848443330886,"frozenset({'cluster_56', 'school_ Italy'})"
0.0100977223353443,"frozenset({'school_ modern', 'cluster_6'})"
0.00012111211196814751,"frozenset({'cluster_6', 'school_ Unknown'})"
0.001483623371609807,"frozenset({'cluster_25', 'school_ Italy'})"
0.007508950942025146,"frozenset({'cluster_25', 'school_ modern'})"
0.004261632439879191,"frozenset({'cluster_25', 'school_ Unknown'})"
0.0003746905964014564,"frozenset({'cluster_25', 'school_ Netherlands'})"
0.00029899552642136416,"frozenset({'cluster_25', 'school_ France'})"
0.015551552127409942,"frozenset({'school_ modern', 'cluster_52'})"
0.004064825257930951,"frozenset({'cluster_52', 'school_ Unknown'})"
0.0003027802799203688,"frozenset({'cluster_52', 'school_ Italy'})"
0.010536753741228833,"frozenset({'school_ modern', 'cluster_29'})"
0.002267067345903761,"frozenset({'school_ Unknown', 'cluster_29'})"
0.0003406278149104149,"frozenset({'school_ Italy', 'cluster_29'})"
0.00014003587946317055,"frozenset({'school_ Netherlands', 'cluster_29'})"
0.00014382063296217517,"frozenset({'school_ France', 'cluster_65'})"
0.008432430795782271,"frozenset({'school_ modern', 'cluster_65'})"
0.0003141345404173826,"frozenset({'cluster_65', 'school_ Italy'})"
0.0010332377052282584,"frozenset({'cluster_65', 'school_ Unknown'})"
0.001203551612683466,"frozenset({'cluster_48', 'school_ Italy'})"
0.008788197624688705,"frozenset({'school_ modern', 'cluster_48'})"
0.003750690717513568,"frozenset({'cluster_48', 'school_ Unknown'})"
0.0001892376749502305,"frozenset({'cluster_48', 'school_ Netherlands'})"
0.000223300456441272,"frozenset({'school_ France', 'cluster_48'})"
0.005688484509003928,"frozenset({'school_ modern', 'cluster_2'})"
0.0003822601033994656,"frozenset({'cluster_2', 'school_ Unknown'})"
0.006857973340196353,"frozenset({'school_ modern', 'cluster_23'})"
0.0011467803101983967,"frozenset({'school_ Unknown', 'cluster_23'})"
0.0002687174984293273,"frozenset({'school_ Italy', 'cluster_23'})"
0.0065892558417670255,"frozenset({'school_ modern', 'cluster_47'})"
0.0011694888311924243,"frozenset({'school_ Unknown', 'cluster_47'})"
0.00017788341445321666,"frozenset({'school_ France', 'cluster_47'})"
0.00039361436389647944,"frozenset({'school_ Italy', 'cluster_47'})"
0.011668395037431212,"frozenset({'school_ modern', 'cluster_7'})"
0.0025168610768380654,"frozenset({'school_ Unknown', 'cluster_7'})"
0.00021573094944326275,"frozenset({'school_ Italy', 'cluster_7'})"
0.004284340960873218,"frozenset({'school_ modern', 'cluster_51'})"
0.0002800717589263411,"frozenset({'cluster_51', 'school_ Unknown'})"
0.008466493577273313,"frozenset({'school_ modern', 'cluster_49'})"
0.0005185112293636315,"frozenset({'cluster_49', 'school_ Unknown'})"
0.008235623613834031,"frozenset({'school_ modern', 'cluster_57'})"
0.010355085573276612,"frozenset({'school_ modern', 'cluster_87'})"
0.0009386188677531432,"frozenset({'cluster_87', 'school_ Unknown'})"
0.00688825136818839,"frozenset({'cluster_67', 'school_ modern'})"
0.012391282955741092,"frozenset({'school_ modern', 'cluster_0'})"
0.002365470936877881,"frozenset({'cluster_0', 'school_ Unknown'})"
0.005692269262502933,"frozenset({'school_ modern', 'cluster_54'})"
0.0003141345404173826,"frozenset({'cluster_54', 'school_ Unknown'})"
0.007217524922601791,"frozenset({'school_ modern', 'cluster_95'})"
0.000893201825765088,"frozenset({'cluster_95', 'school_ Unknown'})"
0.0002270852099402766,"frozenset({'cluster_95', 'school_ Italy'})"
0.008000968896895746,"frozenset({'school_ modern', 'cluster_12'})"
